time_5min,location,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,count,phase
2020-04-06T12:30:00Z,15,4,9,3,NA,4,0,1,pre-quake
2020-04-06T12:30:00Z,16,9,5,5,9,0,0,1,pre-quake
2020-04-06T12:30:00Z,19,6,5,0,NA,0,0,1,pre-quake
2020-04-06T12:35:00Z,2,10,8,1,NA,1,1,1,pre-quake
2020-04-06T12:35:00Z,3,6,9,10,3,1,0,1,pre-quake
2020-04-06T12:35:00Z,6,7,10,0,10,9,0,1,pre-quake
2020-04-06T12:35:00Z,8,9.5,6.5,3,NA,3,0,2,pre-quake
2020-04-06T12:35:00Z,9,6,10,1,10,8,0,1,pre-quake
2020-04-06T12:35:00Z,12,9,3,0,NA,1,0,1,pre-quake
2020-04-06T12:35:00Z,14,4,0,5,NA,10,0,1,pre-quake
2020-04-06T12:35:00Z,17,6,10,1,NA,10,0,1,pre-quake
2020-04-06T12:40:00Z,6,8,7,10,7,6,1,1,pre-quake
2020-04-06T12:40:00Z,8,8.5,4.5,4.5,NA,8.5,0,2,pre-quake
2020-04-06T12:40:00Z,12,1,9,3,NA,5,0,1,pre-quake
2020-04-06T12:45:00Z,2,5,2,10,NA,8,0,1,pre-quake
2020-04-06T12:45:00Z,3,7,0,9,10,10,0,1,pre-quake
2020-04-06T12:45:00Z,6,0,9,2,9,3,0,1,pre-quake
2020-04-06T12:45:00Z,8,7,10,5,NA,10,0,1,pre-quake
2020-04-06T12:45:00Z,10,8,4,7,NA,0,0,1,pre-quake
2020-04-06T12:50:00Z,3,7,9,7,0,8,0,1,pre-quake
2020-04-06T12:50:00Z,5,0,10,10,10,10,0,1,pre-quake
2020-04-06T12:50:00Z,8,8,6,4,NA,6,0,1,pre-quake
2020-04-06T12:50:00Z,19,3,7,1,NA,1,0,1,pre-quake
2020-04-06T12:55:00Z,2,6,10,9,NA,1,0,1,pre-quake
2020-04-06T12:55:00Z,3,0,8,6.5,4,7.5,0,2,pre-quake
2020-04-06T12:55:00Z,5,5,6,10,0,1,0,1,pre-quake
2020-04-06T12:55:00Z,6,4.75,4.5,6,3.75,6.25,0.25,4,pre-quake
2020-04-06T12:55:00Z,14,8,8,9,NA,1,0,2,pre-quake
2020-04-06T12:55:00Z,15,6,0,10,NA,8,0,1,pre-quake
2020-04-06T13:00:00Z,3,0,8,0,6,7,0,1,pre-quake
2020-04-06T13:00:00Z,6,7,4,7,1,2,0,1,pre-quake
2020-04-06T13:00:00Z,8,7,8,2,NA,10,0,1,pre-quake
2020-04-06T13:00:00Z,15,1,7.5,9.5,NA,1.5,0.5,2,pre-quake
2020-04-06T13:00:00Z,16,4,7,9,1.5,1.5,0,2,pre-quake
2020-04-06T13:05:00Z,6,9,5,10,4,9,0,1,pre-quake
2020-04-06T13:05:00Z,15,5,5,1,NA,3,0,1,pre-quake
2020-04-06T13:05:00Z,16,9,3,0,3,10,0,1,pre-quake
2020-04-06T13:10:00Z,3,3,10,2,1,1,0,1,pre-quake
2020-04-06T13:10:00Z,8,8,0,3,NA,10,0,1,pre-quake
2020-04-06T13:10:00Z,9,4,10,3,7,4,0,1,pre-quake
2020-04-06T13:10:00Z,10,3,1,3,NA,4,0,1,pre-quake
2020-04-06T13:10:00Z,12,5,1,9,NA,10,0,1,pre-quake
2020-04-06T13:10:00Z,13,8,4,10,NA,0,0,1,pre-quake
2020-04-06T13:10:00Z,17,2,1,8,NA,4,0,1,pre-quake
2020-04-06T13:10:00Z,19,3,3,3,NA,10,0,1,pre-quake
2020-04-06T13:15:00Z,1,9,2,4,8,9,0,1,pre-quake
2020-04-06T13:15:00Z,6,4,8.5,10,5.5,5,0,2,pre-quake
2020-04-06T13:15:00Z,8,4,6,2,NA,6,0,1,pre-quake
2020-04-06T13:15:00Z,10,6,10,7,NA,10,0,1,pre-quake
2020-04-06T13:15:00Z,12,10,4,1,NA,1,0,1,pre-quake
2020-04-06T13:15:00Z,15,6,5,9.5,NA,5.5,0,2,pre-quake
2020-04-06T13:15:00Z,17,1,0,3,NA,10,0,1,pre-quake
2020-04-06T13:20:00Z,3,6,5.5,9.5,8,1,0,2,pre-quake
2020-04-06T13:20:00Z,5,6,9.5,4,10,8,0,2,pre-quake
2020-04-06T13:20:00Z,7,NA,4,8,NA,NA,0,1,pre-quake
2020-04-06T13:20:00Z,8,4,4,3,NA,7,0,2,pre-quake
2020-04-06T13:20:00Z,9,7,4,5,5,5,0,2,pre-quake
2020-04-06T13:20:00Z,14,5,6,4,NA,3,0,1,pre-quake
2020-04-06T13:20:00Z,16,10,2,9,10,5,0,1,pre-quake
2020-04-06T13:20:00Z,17,7,8,10,NA,2,0,1,pre-quake
2020-04-06T13:20:00Z,18,4,2,10,NA,6,0,1,pre-quake
2020-04-06T13:20:00Z,19,7,4,2,NA,10,0,1,pre-quake
2020-04-06T13:25:00Z,3,3,4.5,4.5,5.25,6.75,0,4,pre-quake
2020-04-06T13:25:00Z,8,10,4,5,NA,6,0,1,pre-quake
2020-04-06T13:25:00Z,9,5,5,8,10,7,0,1,pre-quake
2020-04-06T13:25:00Z,15,7.5,7.5,5.5,NA,0.5,0,2,pre-quake
2020-04-06T13:25:00Z,16,3,1,3,10,1,0,1,pre-quake
2020-04-06T13:30:00Z,2,6.5,4,5.5,NA,5,0,2,pre-quake
2020-04-06T13:30:00Z,3,4,5,5,7,3,1,1,pre-quake
2020-04-06T13:30:00Z,11,7,7,8,4,5,0,1,pre-quake
2020-04-06T13:30:00Z,15,9,1,10,NA,10,0,1,pre-quake
2020-04-06T13:30:00Z,18,6.5,5,6.5,8,5,0,2,pre-quake
2020-04-06T13:35:00Z,6,2.6666666666666665,3.3333333333333335,6.666666666666667,7.333333333333333,5.666666666666667,0.3333333333333333,3,pre-quake
2020-04-06T13:35:00Z,8,2,6,5.166666666666667,NA,5.5,0.16666666666666666,6,pre-quake
2020-04-06T13:35:00Z,19,8,1,10,NA,2,0,1,pre-quake
2020-04-06T13:40:00Z,2,0,1,5.5,NA,10,0,2,pre-quake
2020-04-06T13:40:00Z,6,10,0,8,6,8,0,1,pre-quake
2020-04-06T13:40:00Z,8,5.5,5,1.5,NA,3.5,0,2,pre-quake
2020-04-06T13:40:00Z,14,10,1,5,NA,10,0,1,pre-quake
2020-04-06T13:40:00Z,15,6,6,4,NA,6,0,1,pre-quake
2020-04-06T13:45:00Z,2,2,8.666666666666666,7,NA,4,0,3,pre-quake
2020-04-06T13:45:00Z,3,2,8,7,4,7,0,1,pre-quake
2020-04-06T13:45:00Z,6,6,5,8.5,4,4,0,2,pre-quake
2020-04-06T13:45:00Z,9,5,5,7.333333333333333,3.3333333333333335,4,0,3,pre-quake
2020-04-06T13:45:00Z,15,5,5.5,6.5,NA,3.5,0.5,2,pre-quake
2020-04-06T13:45:00Z,18,5,5,2,NA,4,0,1,pre-quake
2020-04-06T13:50:00Z,2,3,6,4.5,NA,10,0,2,pre-quake
2020-04-06T13:50:00Z,3,0,10,6,0,10,0,1,pre-quake
2020-04-06T13:50:00Z,8,0,0,9,NA,4,0,1,pre-quake
2020-04-06T13:50:00Z,15,8.5,9,5,NA,3,0,2,pre-quake
2020-04-06T13:55:00Z,3,9,10,5,10,0,0,1,pre-quake
2020-04-06T13:55:00Z,8,3.5,3,1.5,NA,5,0.5,2,pre-quake
2020-04-06T13:55:00Z,11,3,3,4,9,10,0,1,pre-quake
2020-04-06T13:55:00Z,13,10,4,5,NA,8,0,1,pre-quake
2020-04-06T13:55:00Z,15,5.5,5.5,3,NA,3.5,0.5,2,pre-quake
2020-04-06T13:55:00Z,17,6,9,10,NA,4,0,1,pre-quake
2020-04-06T13:55:00Z,18,3,8,9,NA,8,0,1,pre-quake
2020-04-06T13:55:00Z,19,3,4,8,NA,3,0,1,pre-quake
2020-04-06T14:00:00Z,2,10,7,5,NA,5.5,0,2,pre-quake
2020-04-06T14:00:00Z,3,3,2.6666666666666665,5.333333333333333,6.333333333333333,7.666666666666667,0,3,pre-quake
2020-04-06T14:00:00Z,4,9,8,10,NA,10,0,1,pre-quake
2020-04-06T14:00:00Z,6,4,5,9,0,0,0,1,pre-quake
2020-04-06T14:00:00Z,9,3,1,2,2,8,0,1,pre-quake
2020-04-06T14:00:00Z,10,7,5,10,NA,10,0,1,pre-quake
2020-04-06T14:00:00Z,15,4.5,4.5,6.5,NA,4,0.5,2,pre-quake
2020-04-06T14:00:00Z,16,8,5,8,3,7,0,1,pre-quake
2020-04-06T14:00:00Z,18,8,2,5,NA,4,0,1,pre-quake
2020-04-06T14:05:00Z,1,9,1,1,7,1,0,1,pre-quake
2020-04-06T14:05:00Z,2,8.5,2.5,8,NA,7.5,0,2,pre-quake
2020-04-06T14:05:00Z,5,10,8,7,2,0,0,1,pre-quake
2020-04-06T14:05:00Z,16,9,1,3,2,0,0,1,pre-quake
2020-04-06T14:10:00Z,1,8,10,8,7,0,0,1,pre-quake
2020-04-06T14:10:00Z,2,10,7,6,NA,6,0,1,pre-quake
2020-04-06T14:10:00Z,3,7,4,5,0,8,1,1,pre-quake
2020-04-06T14:10:00Z,6,7,6,4,4,3,0,1,pre-quake
2020-04-06T14:10:00Z,8,10,7,2,NA,1,0,1,pre-quake
2020-04-06T14:10:00Z,9,2,3,6,3.5,5.5,0,2,pre-quake
2020-04-06T14:10:00Z,14,6,5.5,3,NA,2.5,1,2,pre-quake
2020-04-06T14:10:00Z,15,3,2,5,NA,9,0,1,pre-quake
2020-04-06T14:10:00Z,19,2,4,3,NA,9,0,1,pre-quake
2020-04-06T14:15:00Z,1,9,3,5,9,5,1,1,pre-quake
2020-04-06T14:15:00Z,6,4.333333333333333,7.666666666666667,3.6666666666666665,7.333333333333333,5.333333333333333,0,3,pre-quake
2020-04-06T14:15:00Z,14,10,5,7,NA,1,0,1,pre-quake
2020-04-06T14:15:00Z,15,5,8,3,NA,4,0,1,pre-quake
2020-04-06T14:15:00Z,16,9,1,3.5,5.5,4.5,0,2,pre-quake
2020-04-06T14:15:00Z,17,1,10,9,NA,7,0,1,pre-quake
2020-04-06T14:20:00Z,3,10,8,6,2,1,0,1,pre-quake
2020-04-06T14:20:00Z,6,1,10,0,5,7,0,1,pre-quake
2020-04-06T14:20:00Z,8,10,4,3,NA,6,0,1,pre-quake
2020-04-06T14:20:00Z,9,3.3333333333333335,4.666666666666667,5.333333333333333,6,7.333333333333333,0,3,pre-quake
2020-04-06T14:20:00Z,10,4,7,10,NA,8,1,1,pre-quake
2020-04-06T14:20:00Z,19,5,10,8,NA,10,0,1,pre-quake
2020-04-06T14:25:00Z,1,10,7,0,0,5,0,1,pre-quake
2020-04-06T14:25:00Z,2,6,1,8,NA,9,0,1,pre-quake
2020-04-06T14:25:00Z,5,2,5,6,10,7,0,1,pre-quake
2020-04-06T14:25:00Z,6,5,2,9,9,7,0,1,pre-quake
2020-04-06T14:25:00Z,7,NA,5,5,NA,NA,1,1,pre-quake
2020-04-06T14:25:00Z,10,0,8,2,NA,6,1,1,pre-quake
2020-04-06T14:25:00Z,12,6,10,0,NA,3,0,1,pre-quake
2020-04-06T14:25:00Z,15,2,2.5,5.5,NA,8,0,2,pre-quake
2020-04-06T14:25:00Z,16,6,1,0,4,8,0,1,pre-quake
2020-04-06T14:30:00Z,3,3.5,6,8,8,0.5,0,2,pre-quake
2020-04-06T14:30:00Z,6,5,3,1,1,1,0,1,pre-quake
2020-04-06T14:30:00Z,8,5,3.5,6.5,NA,1,0,2,pre-quake
2020-04-06T14:30:00Z,9,2,8,1,4,4,1,1,pre-quake
2020-04-06T14:35:00Z,1,0,0,0,0,0,0,1,pre-quake
2020-04-06T14:35:00Z,2,0,0,0,NA,1.25,0,4,pre-quake
2020-04-06T14:35:00Z,3,3.75,4.5,3,3.75,2.5,1,4,pre-quake
2020-04-06T14:35:00Z,4,0,0.14285714285714285,0.14285714285714285,NA,1.8571428571428572,2.142857142857143,7,pre-quake
2020-04-06T14:35:00Z,5,10,8,9,3,6,0,1,pre-quake
2020-04-06T14:35:00Z,6,2.75,4.5,3.5,1.75,4.75,0.25,4,pre-quake
2020-04-06T14:35:00Z,8,1.2857142857142858,1.8571428571428572,2.7142857142857144,NA,3.5714285714285716,0,7,pre-quake
2020-04-06T14:35:00Z,9,1.6,0.2,1,1.6,3.4,0.2,5,pre-quake
2020-04-06T14:35:00Z,12,0,0,0,NA,0,1,1,pre-quake
2020-04-06T14:35:00Z,13,0,1,3.5,NA,2,0,2,pre-quake
2020-04-06T14:35:00Z,14,0.6666666666666666,1.6666666666666667,0.6666666666666666,NA,3.3333333333333335,0.3333333333333333,3,pre-quake
2020-04-06T14:35:00Z,15,0.25,0,0,NA,1,0.25,4,pre-quake
2020-04-06T14:35:00Z,19,2.5,0,0,NA,2,0.5,2,pre-quake
2020-04-06T14:40:00Z,2,3,5,5,NA,6,0,1,pre-quake
2020-04-06T14:40:00Z,3,3.4545454545454546,2.909090909090909,2.909090909090909,2.272727272727273,3.1818181818181817,1.0909090909090908,11,pre-quake
2020-04-06T14:40:00Z,4,0,1,0,NA,2,2,1,pre-quake
2020-04-06T14:40:00Z,5,0.5,1,3,2.5,3,0.5,2,pre-quake
2020-04-06T14:40:00Z,6,0,0.3333333333333333,0,0,1,0.3333333333333333,3,pre-quake
2020-04-06T14:40:00Z,8,0.5,0.5,1.5,NA,4,1,2,pre-quake
2020-04-06T14:40:00Z,9,0,0,1,0.3333333333333333,3,1,3,pre-quake
2020-04-06T14:40:00Z,10,0,1,2,NA,4,0,1,pre-quake
2020-04-06T14:40:00Z,13,1,0,3,NA,3,0,1,pre-quake
2020-04-06T14:40:00Z,14,9.5,6.5,4.5,NA,7,0,2,pre-quake
2020-04-06T14:40:00Z,15,4.333333333333333,2.3333333333333335,2.6666666666666665,NA,5,0,3,pre-quake
2020-04-06T14:40:00Z,16,0,0,2,1,0,1,1,pre-quake
2020-04-06T14:40:00Z,17,7,10,5,NA,8,0,1,pre-quake
2020-04-06T14:40:00Z,19,2.5,0,0,NA,2.5,0.5,2,pre-quake
2020-04-06T14:45:00Z,1,0,1,0,0,2,0,1,pre-quake
2020-04-06T14:45:00Z,2,7.5,4,6,NA,7,0,2,pre-quake
2020-04-06T14:45:00Z,3,3.5555555555555554,2.888888888888889,3,2.111111111111111,2.7777777777777777,0.7777777777777778,9,pre-quake
2020-04-06T14:45:00Z,4,0,0,0,NA,2,1,1,pre-quake
2020-04-06T14:45:00Z,6,0,0,0,0,1,1,1,pre-quake
2020-04-06T14:45:00Z,8,0,0,1.5,NA,3,0,2,pre-quake
2020-04-06T14:45:00Z,9,0.5555555555555556,0.7777777777777778,1.5555555555555556,1.1111111111111112,3.6666666666666665,0.1111111111111111,9,pre-quake
2020-04-06T14:45:00Z,12,0,0.3333333333333333,0.3333333333333333,NA,1.3333333333333333,0.3333333333333333,3,pre-quake
2020-04-06T14:45:00Z,14,0,0,0.5,NA,2,0,2,pre-quake
2020-04-06T14:45:00Z,18,2.5,0,0.5,0,2,0,2,pre-quake
2020-04-06T14:45:00Z,19,3,0.3333333333333333,0.6666666666666666,NA,3.6666666666666665,0,3,pre-quake
2020-04-06T14:50:00Z,1,1,0.5,4,3.5,0,0.5,2,pre-quake
2020-04-06T14:50:00Z,2,3.6,3.2,0.8,NA,0.8,0.2,5,pre-quake
2020-04-06T14:50:00Z,3,3.5,4.166666666666667,3,3.6666666666666665,4,0.6666666666666666,6,pre-quake
2020-04-06T14:50:00Z,4,0,0,1,NA,2,2,1,pre-quake
2020-04-06T14:50:00Z,5,0,3,0,0,1,0,1,pre-quake
2020-04-06T14:50:00Z,6,0,0,0.5,0,0.5,0.5,2,pre-quake
2020-04-06T14:50:00Z,8,0.2,2,3.6,NA,2.4,0.2,5,pre-quake
2020-04-06T14:50:00Z,9,1.3333333333333333,0.8333333333333334,1.3333333333333333,0.8333333333333334,3.8333333333333335,0.16666666666666666,6,pre-quake
2020-04-06T14:50:00Z,10,0.3333333333333333,3.6666666666666665,3.6666666666666665,NA,2.6666666666666665,0,3,pre-quake
2020-04-06T14:50:00Z,11,0,0,0,2,0,2,1,pre-quake
2020-04-06T14:50:00Z,12,0.5,0,0,NA,0.5,1,2,pre-quake
2020-04-06T14:50:00Z,13,0,0,4,NA,3,0,1,pre-quake
2020-04-06T14:50:00Z,14,1,0,0,NA,3,1,1,pre-quake
2020-04-06T14:50:00Z,15,1,0,1,NA,2,0,1,pre-quake
2020-04-06T14:50:00Z,19,3,0,0,NA,4,1,1,pre-quake
2020-04-06T14:55:00Z,2,0,0,1,NA,1,0,2,pre-quake
2020-04-06T14:55:00Z,3,2.857142857142857,2.5714285714285716,3.2857142857142856,1.7142857142857142,3.2857142857142856,1.1428571428571428,7,pre-quake
2020-04-06T14:55:00Z,5,0,1,1,1,2,1,1,pre-quake
2020-04-06T14:55:00Z,6,2,6,2,9,7,1,1,pre-quake
2020-04-06T14:55:00Z,8,1.2,0.2,3.4,NA,2.8,0,5,pre-quake
2020-04-06T14:55:00Z,9,1,1.1666666666666667,1,0.16666666666666666,2.5,0,6,pre-quake
2020-04-06T14:55:00Z,10,0,0.3333333333333333,3.3333333333333335,NA,3.6666666666666665,0.3333333333333333,3,pre-quake
2020-04-06T14:55:00Z,13,1,4.5,7,NA,4.5,0,2,pre-quake
2020-04-06T14:55:00Z,14,6,10,0,NA,7,0,1,pre-quake
2020-04-06T14:55:00Z,15,2.3333333333333335,3.8333333333333335,4.333333333333333,NA,7.166666666666667,0.16666666666666666,6,pre-quake
2020-04-06T14:55:00Z,16,2,2,10,10,3,0,1,pre-quake
2020-04-06T14:55:00Z,18,5,4,3,NA,3,0,1,pre-quake
2020-04-06T14:55:00Z,19,4,0,0,NA,2,0,1,pre-quake
2020-04-06T15:00:00Z,2,2.75,1.75,5,NA,2.75,0.25,4,pre-quake
2020-04-06T15:00:00Z,3,3.875,2.625,3,2.25,3.25,1.125,8,pre-quake
2020-04-06T15:00:00Z,4,0,0,0,NA,2,3,1,pre-quake
2020-04-06T15:00:00Z,5,0.5,1.5,0.5,0,1,0,2,pre-quake
2020-04-06T15:00:00Z,8,1,1,1,NA,2.5,0,2,pre-quake
2020-04-06T15:00:00Z,9,1,0.25,0.75,0.25,3.75,0.25,4,pre-quake
2020-04-06T15:00:00Z,13,0,0,3,NA,1,1,1,pre-quake
2020-04-06T15:00:00Z,14,1,2,1,NA,2.5,0.25,4,pre-quake
2020-04-06T15:00:00Z,15,0,0,0,NA,2,2,1,pre-quake
2020-04-06T15:00:00Z,16,0,0,1,0,0,1.5,2,pre-quake
2020-04-06T15:00:00Z,19,2,0,0,NA,3,1,1,pre-quake
2020-04-06T15:05:00Z,2,1.25,2.5,1.5,NA,1,0,4,pre-quake
2020-04-06T15:05:00Z,3,3.2857142857142856,2.7142857142857144,2.4285714285714284,2.2857142857142856,2.857142857142857,1,7,pre-quake
2020-04-06T15:05:00Z,4,0,0,0,7,1,2,1,pre-quake
2020-04-06T15:05:00Z,5,2,1,2,0,7,0,1,pre-quake
2020-04-06T15:05:00Z,6,3.75,3.75,2.75,1.75,3.25,0.25,4,pre-quake
2020-04-06T15:05:00Z,8,0,0.2,2,NA,3.4,0.2,5,pre-quake
2020-04-06T15:05:00Z,9,0,0.25,0.75,0.25,2.75,0.25,4,pre-quake
2020-04-06T15:05:00Z,10,1,1,4,NA,4,1,1,pre-quake
2020-04-06T15:05:00Z,11,2,7,4,7,6,0,1,pre-quake
2020-04-06T15:05:00Z,12,0,0,0,NA,0.5,1,2,pre-quake
2020-04-06T15:05:00Z,16,0,0,1,1,0,0,1,pre-quake
2020-04-06T15:05:00Z,17,1,4.5,4,NA,3.5,0.5,2,pre-quake
2020-04-06T15:05:00Z,18,5,6,8,NA,3,0,1,pre-quake
2020-04-06T15:10:00Z,1,0,1,0,1,0,0,1,pre-quake
2020-04-06T15:10:00Z,2,3.3333333333333335,2,2.6666666666666665,NA,3.6666666666666665,0.6666666666666666,3,pre-quake
2020-04-06T15:10:00Z,3,3.3333333333333335,3,2.6666666666666665,2,2.3333333333333335,0.3333333333333333,3,pre-quake
2020-04-06T15:10:00Z,4,0,0,0,NA,2,1,1,pre-quake
2020-04-06T15:10:00Z,8,0.3333333333333333,3.6666666666666665,5,NA,7.333333333333333,0,3,pre-quake
2020-04-06T15:10:00Z,9,0,0.25,0.75,0,3,0,4,pre-quake
2020-04-06T15:10:00Z,10,0.3333333333333333,0.6666666666666666,2.6666666666666665,NA,4,0.3333333333333333,3,pre-quake
2020-04-06T15:10:00Z,11,1,0,0,3,1,0,1,pre-quake
2020-04-06T15:10:00Z,14,6,6,10,NA,4,0,1,pre-quake
2020-04-06T15:10:00Z,15,1,2.6666666666666665,1.3333333333333333,NA,3.6666666666666665,0.3333333333333333,3,pre-quake
2020-04-06T15:10:00Z,16,5,7,7,4,3,0,1,pre-quake
2020-04-06T15:10:00Z,19,3.3333333333333335,0,0,NA,2.6666666666666665,0.3333333333333333,3,pre-quake
2020-04-06T15:15:00Z,2,0,0,0,NA,1,1,1,pre-quake
2020-04-06T15:15:00Z,3,3.2,2.8,3.6,1.8,2.8,0.8,5,pre-quake
2020-04-06T15:15:00Z,5,3,4,8,4,7,0,1,pre-quake
2020-04-06T15:15:00Z,6,1.75,3,1.75,1.25,2.75,0.25,4,pre-quake
2020-04-06T15:15:00Z,8,0,0,2,NA,3,0,3,pre-quake
2020-04-06T15:15:00Z,10,0,0,3,NA,3,0,1,pre-quake
2020-04-06T15:15:00Z,12,4.5,2,3.5,NA,2,1.5,2,pre-quake
2020-04-06T15:15:00Z,14,1,0.5,0.5,NA,3,1,2,pre-quake
2020-04-06T15:15:00Z,15,2.2,2,0.2,NA,2,0,5,pre-quake
2020-04-06T15:15:00Z,16,8,5,7,10,3,0,1,pre-quake
2020-04-06T15:15:00Z,18,6,7,8,NA,5,0,1,pre-quake
2020-04-06T15:15:00Z,19,7.333333333333333,7,6.666666666666667,NA,4,0,3,pre-quake
2020-04-06T15:20:00Z,2,0,0.5,0,NA,0.5,0.5,2,pre-quake
2020-04-06T15:20:00Z,3,4,2.6666666666666665,3.6666666666666665,2.6666666666666665,4.333333333333333,0.6666666666666666,6,pre-quake
2020-04-06T15:20:00Z,5,0,1,0,0,0,1,1,pre-quake
2020-04-06T15:20:00Z,6,1.5,5.5,9.5,2.5,5,0,2,pre-quake
2020-04-06T15:20:00Z,8,3.3333333333333335,0.6666666666666666,4.333333333333333,NA,5,0.3333333333333333,3,pre-quake
2020-04-06T15:20:00Z,9,0.75,0.25,1.25,0.5,2.75,0,4,pre-quake
2020-04-06T15:20:00Z,10,4,0,1,NA,7,0,1,pre-quake
2020-04-06T15:20:00Z,12,0,1,0,NA,0,1,1,pre-quake
2020-04-06T15:20:00Z,13,0,1,3,NA,2,0,1,pre-quake
2020-04-06T15:20:00Z,14,1,0,1,NA,2,0,1,pre-quake
2020-04-06T15:20:00Z,15,3.6666666666666665,1,3.3333333333333335,NA,1.6666666666666667,0.3333333333333333,3,pre-quake
2020-04-06T15:20:00Z,16,0,0,0,1,0,0,1,pre-quake
2020-04-06T15:20:00Z,18,3,0,0,NA,1,0,1,pre-quake
2020-04-06T15:20:00Z,19,3,0,0,NA,3,0,1,pre-quake
2020-04-06T15:25:00Z,2,9,10,2,NA,9,0,1,pre-quake
2020-04-06T15:25:00Z,3,4.5,2.5,2.25,2,3.5,1,4,pre-quake
2020-04-06T15:25:00Z,4,0,0,0,NA,2,2,1,pre-quake
2020-04-06T15:25:00Z,6,0,0,0,1,1,1,1,pre-quake
2020-04-06T15:25:00Z,8,4.333333333333333,3,2.1666666666666665,NA,4.666666666666667,0.16666666666666666,6,pre-quake
2020-04-06T15:25:00Z,9,4.2,2.4,2,1.6,5,0,5,pre-quake
2020-04-06T15:25:00Z,13,0,0,5,NA,3,1,1,pre-quake
2020-04-06T15:25:00Z,14,4,0.3333333333333333,3,NA,3.6666666666666665,0,3,pre-quake
2020-04-06T15:25:00Z,15,1,6,0,NA,9,0,1,pre-quake
2020-04-06T15:25:00Z,18,1,5,1,NA,3,0,1,pre-quake
2020-04-06T15:25:00Z,19,10,8,7,NA,4,0,1,pre-quake
2020-04-06T15:30:00Z,1,6,6,9,7,2.5,0,2,pre-quake
2020-04-06T15:30:00Z,2,3.3333333333333335,3,0.3333333333333333,NA,4,0,3,pre-quake
2020-04-06T15:30:00Z,3,4,4.4,4.2,3.6,4,0.4,5,pre-quake
2020-04-06T15:30:00Z,4,0,0,0,NA,2,2,2,pre-quake
2020-04-06T15:30:00Z,5,0,2,0,1,0,0,1,pre-quake
2020-04-06T15:30:00Z,6,0,0,0.5,0,1.5,0.5,2,pre-quake
2020-04-06T15:30:00Z,8,0.75,0,2.25,7,3.25,0,4,pre-quake
2020-04-06T15:30:00Z,9,0.25,2.25,1.25,1.5,2.5,0.25,4,pre-quake
2020-04-06T15:30:00Z,10,0,1,3,NA,5,0,1,pre-quake
2020-04-06T15:30:00Z,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,NA,1.3333333333333333,0,3,pre-quake
2020-04-06T15:30:00Z,17,8,10,4,NA,9,0,1,pre-quake
2020-04-06T15:30:00Z,19,7,2,9,NA,5,0,1,pre-quake
2020-04-06T15:35:00Z,2,6,10,5,NA,6,0,2,pre-quake
2020-04-06T15:35:00Z,3,2.5,3.5,3.25,2.25,3,0.75,4,pre-quake
2020-04-06T15:35:00Z,4,0,0,0,NA,2,2,1,pre-quake
2020-04-06T15:35:00Z,5,10,1,0,5,1,0,1,pre-quake
2020-04-06T15:35:00Z,6,4.333333333333333,2,5,4,3,0,3,pre-quake
2020-04-06T15:35:00Z,9,3.3333333333333335,3.3333333333333335,2.3333333333333335,0.3333333333333333,4,0,3,pre-quake
2020-04-06T15:35:00Z,12,0,0,0,NA,1,0.5,2,pre-quake
2020-04-06T15:35:00Z,14,7,0,9,NA,3,0,1,pre-quake
2020-04-06T15:35:00Z,15,1.6666666666666667,1,0.6666666666666666,NA,2,0,3,pre-quake
2020-04-06T15:35:00Z,19,5.5,3.5,1.5,NA,5,0,2,pre-quake
2020-04-06T15:40:00Z,1,1,0,0,0,0,0,1,pre-quake
2020-04-06T15:40:00Z,3,3.4,2.8,2.6,2.6,2.2,1,5,pre-quake
2020-04-06T15:40:00Z,5,0,3,0,1,1,0,1,pre-quake
2020-04-06T15:40:00Z,6,3.3333333333333335,5.666666666666667,6.666666666666667,3,6,0.3333333333333333,3,pre-quake
2020-04-06T15:40:00Z,8,1.6666666666666667,2.1666666666666665,3.3333333333333335,NA,3.8333333333333335,0.3333333333333333,6,pre-quake
2020-04-06T15:40:00Z,10,1.3333333333333333,2.6666666666666665,4,NA,6.333333333333333,0.6666666666666666,3,pre-quake
2020-04-06T15:40:00Z,12,2.5,2,3,NA,4,0,2,pre-quake
2020-04-06T15:40:00Z,15,0,1,0,NA,1,0,1,pre-quake
2020-04-06T15:40:00Z,16,0,0,1,2,0,0,1,pre-quake
2020-04-06T15:40:00Z,19,3,1,0,NA,2,2,1,pre-quake
2020-04-06T15:45:00Z,1,4,0,8,2,5,0,1,pre-quake
2020-04-06T15:45:00Z,2,6.5,4.5,6,NA,5.5,0,2,pre-quake
2020-04-06T15:45:00Z,3,3.3333333333333335,2.6666666666666665,2.6666666666666665,1.6666666666666667,3.6666666666666665,1,3,pre-quake
2020-04-06T15:45:00Z,4,0,0,0,NA,1.5,2.5,2,pre-quake
2020-04-06T15:45:00Z,6,6.666666666666667,3,1,6.666666666666667,8.333333333333334,0,3,pre-quake
2020-04-06T15:45:00Z,8,0.5,0,2,NA,2.5,0.25,4,pre-quake
2020-04-06T15:45:00Z,9,0,2,2,0,4,0,1,pre-quake
2020-04-06T15:45:00Z,11,5,8,4,2,8,0,1,pre-quake
2020-04-06T15:45:00Z,12,1,1,0,NA,1,1,1,pre-quake
