time_5min,location,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,count
2020-04-06T18:20:00Z,3,5,3.5,2.25,1.5,1.75,0.5,4
2020-04-06T18:20:00Z,4,9,3,6,NA,4,0,1
2020-04-06T18:20:00Z,5,3.5,7.5,9.5,3,4.5,0,2
2020-04-06T18:20:00Z,8,0.3333333333333333,0,2.3333333333333335,NA,2,0,3
2020-04-06T18:20:00Z,9,0.5,0.5,0.5,0,2.5,0,2
2020-04-06T18:20:00Z,10,0,0,4,NA,3,0,1
2020-04-06T18:20:00Z,12,0,0,0,NA,1.5,0.5,2
2020-04-06T18:20:00Z,14,7,6,0,NA,5,0,1
2020-04-06T18:20:00Z,15,2.75,2.25,3.25,NA,4,0,4
2020-04-06T18:20:00Z,18,1,0,0,NA,2,1,1
2020-04-06T18:25:00Z,2,2.5,5,3,NA,0.5,0.5,2
2020-04-06T18:25:00Z,3,3.6,2.4,4.8,4.2,4.6,0.2,5
2020-04-06T18:25:00Z,5,0,2,0,0,0,0,1
2020-04-06T18:25:00Z,6,0.4,0.4,2,1.4,2.4,0.2,5
2020-04-06T18:25:00Z,8,0.5,1,3.8333333333333335,NA,3.6666666666666665,0.16666666666666666,6
2020-04-06T18:25:00Z,9,1.3333333333333333,2.1666666666666665,3.6666666666666665,1.6666666666666667,3.5,0.16666666666666666,6
2020-04-06T18:25:00Z,10,0,0.5,3,NA,2.5,0,2
2020-04-06T18:25:00Z,11,1,1,0,1,0,0,1
2020-04-06T18:25:00Z,12,4.5,5,2.5,NA,4,1,2
2020-04-06T18:25:00Z,13,0,0,5,NA,2,0,2
2020-04-06T18:25:00Z,14,1,0,0,NA,1,0,2
2020-04-06T18:25:00Z,15,2,1.25,3,NA,1,0.25,4
2020-04-06T18:25:00Z,16,2,0,3,10,3,0,1
2020-04-06T18:25:00Z,17,1,0,0,NA,0,0,2
2020-04-06T18:25:00Z,19,3,0.3333333333333333,3,NA,3.6666666666666665,0,3
2020-04-06T18:30:00Z,2,2.5,2.5,3.25,NA,4.25,0.5,4
2020-04-06T18:30:00Z,3,5,6.333333333333333,6.333333333333333,7.333333333333333,3,0,3
2020-04-06T18:30:00Z,4,0,0,1,NA,1,0,1
2020-04-06T18:30:00Z,5,0,2,0,1,2,1,1
2020-04-06T18:30:00Z,6,0,0,0,1,0,0,1
2020-04-06T18:30:00Z,8,3,6,7,NA,2,0,1
2020-04-06T18:30:00Z,9,1.25,0.5,2,0.25,4.5,0,4
2020-04-06T18:30:00Z,10,5,6.5,4,NA,6.5,0,2
2020-04-06T18:30:00Z,13,0,0,4.5,NA,2.5,0,2
2020-04-06T18:30:00Z,14,5.333333333333333,6.333333333333333,4.666666666666667,NA,1.6666666666666667,0.3333333333333333,3
2020-04-06T18:30:00Z,15,4.75,3,4.75,NA,3.25,0,4
2020-04-06T18:30:00Z,16,7,0,1,7,4,0,1
2020-04-06T18:30:00Z,18,2.5,0.5,0.5,NA,2,0,2
2020-04-06T18:30:00Z,19,4,0,0,NA,3,0,1
2020-04-06T18:35:00Z,2,7,10,1,NA,9,0,1
2020-04-06T18:35:00Z,3,2,2,3,3,3,1,1
2020-04-06T18:35:00Z,4,0,0,1,NA,2,0.5,2
2020-04-06T18:35:00Z,5,0,3,1,0,2,0,1
2020-04-06T18:35:00Z,8,0.25,0,2.5,NA,3.25,0.25,4
2020-04-06T18:35:00Z,9,0.75,0.25,2.5,3.25,2.5,0.25,4
2020-04-06T18:35:00Z,10,0,0,3,NA,4,1,1
2020-04-06T18:35:00Z,11,0,0,0,1,1,0,1
2020-04-06T18:35:00Z,12,0,0,1,NA,0,0,1
2020-04-06T18:35:00Z,14,3.3333333333333335,1.3333333333333333,3,NA,4.666666666666667,0,3
2020-04-06T18:35:00Z,15,5,1.5,5,NA,1,0.5,2
2020-04-06T18:35:00Z,16,0,1,0,0,0,0,1
2020-04-06T18:35:00Z,17,1,1,0,NA,0,0,1
2020-04-06T18:35:00Z,18,3.5,4,2.5,NA,3,0,2
2020-04-06T18:40:00Z,2,5,0.5,5,NA,1.5,0,2
2020-04-06T18:40:00Z,4,0,0.5,0.5,NA,1.5,0,2
2020-04-06T18:40:00Z,6,1.75,1.25,2.5,1.75,2.75,0.5,4
2020-04-06T18:40:00Z,8,0.25,0.25,1.75,NA,2.5,0.25,4
2020-04-06T18:40:00Z,9,0,0,1,1,2.5,0,2
2020-04-06T18:40:00Z,10,0,1,4,NA,3,0,1
2020-04-06T18:40:00Z,15,3.3333333333333335,5.333333333333333,2.3333333333333335,NA,4,0.3333333333333333,3
2020-04-06T18:40:00Z,19,2,2.25,0,NA,3.5,0,4
2020-04-06T18:45:00Z,2,0,0.5,0,NA,0.5,0,2
2020-04-06T18:45:00Z,3,3,3,3,2,2,1,1
2020-04-06T18:45:00Z,6,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.6666666666666665,2,0.3333333333333333,3
2020-04-06T18:45:00Z,8,0,0.3333333333333333,1.6666666666666667,NA,2.6666666666666665,0.3333333333333333,3
2020-04-06T18:45:00Z,9,4.4,2.2,5.2,4,2.4,0,5
2020-04-06T18:45:00Z,10,0,0,2,NA,4,1,1
2020-04-06T18:45:00Z,11,1,2,0,2,2,0,1
2020-04-06T18:45:00Z,12,0,0,0,NA,1,1,1
2020-04-06T18:45:00Z,15,5,3.5,3.5,NA,4,0,2
2020-04-06T18:45:00Z,17,5,2,0,NA,0,0,1
2020-04-06T18:45:00Z,18,3.6666666666666665,0.6666666666666666,3.3333333333333335,NA,4.666666666666667,0.3333333333333333,3
2020-04-06T18:45:00Z,19,2,0,0,NA,3,1,1
2020-04-06T18:50:00Z,3,2.3333333333333335,4.166666666666667,3.5,2.3333333333333335,3.5,0.5,6
2020-04-06T18:50:00Z,6,3,3,4.5,1.5,5,0,2
2020-04-06T18:50:00Z,8,1.25,1.5,3.5,NA,4.75,0,4
2020-04-06T18:50:00Z,9,6,10,5,3,2,0,1
2020-04-06T18:50:00Z,10,0,0,3.6666666666666665,NA,4,0.3333333333333333,3
2020-04-06T18:50:00Z,13,0,0,5,NA,2,0,1
2020-04-06T18:50:00Z,15,1.25,2,2.75,NA,1.75,0,4
2020-04-06T18:50:00Z,16,2,8,5,3,2,0,1
2020-04-06T18:50:00Z,18,1,0,0,NA,2,0,1
2020-04-06T18:50:00Z,19,6,2.5,1,NA,4,0,2
2020-04-06T18:55:00Z,3,3,3,3.5,2.5,2.5,0,2
2020-04-06T18:55:00Z,6,0,0,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,3
2020-04-06T18:55:00Z,8,0,0,1,NA,3.5,0,2
2020-04-06T18:55:00Z,9,7.5,5.5,2.5,5,6.5,0,2
2020-04-06T18:55:00Z,10,0,0,2,NA,5,0,2
2020-04-06T18:55:00Z,12,0,0,0,NA,1,1,1
2020-04-06T18:55:00Z,13,0,0,4,NA,1,0,1
2020-04-06T18:55:00Z,14,0,1,0,NA,2,0,1
2020-04-06T18:55:00Z,15,0,0,0,NA,2,0,1
2020-04-06T18:55:00Z,16,2.5,6,5,6,9.5,0,2
2020-04-06T18:55:00Z,17,0,1,0,NA,0,1,1
2020-04-06T18:55:00Z,19,6,0.5,6.5,NA,8.5,0,2
2020-04-06T19:00:00Z,2,2.2,1.4,1.6,4,3,0.4,5
2020-04-06T19:00:00Z,4,6,4,9,NA,10,0,1
2020-04-06T19:00:00Z,6,3.3333333333333335,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,0,3
2020-04-06T19:00:00Z,8,4.5,3,6,NA,6,0.5,2
2020-04-06T19:00:00Z,9,3,2,3.5,2.5,2.5,0,2
2020-04-06T19:00:00Z,10,0,1,3,NA,3,0,1
2020-04-06T19:00:00Z,12,1,0,0,NA,2,1,1
2020-04-06T19:00:00Z,13,5,7,0,NA,9,0,1
2020-04-06T19:00:00Z,15,0,10,7,NA,0,0,1
2020-04-06T19:00:00Z,16,0,0,1,0,0,0,1
2020-04-06T19:00:00Z,18,2,1,0,NA,3,0,1
2020-04-06T19:00:00Z,19,3,0,0,NA,4,0,1
2020-04-06T19:05:00Z,1,0,4,0,5,10,0,1
2020-04-06T19:05:00Z,2,0.5,0,0,NA,1,0,2
2020-04-06T19:05:00Z,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.3333333333333335,3.3333333333333335,1.3333333333333333,3
2020-04-06T19:05:00Z,4,10,5,6,NA,4,0,1
2020-04-06T19:05:00Z,6,2,8,10,7,7,0,1
2020-04-06T19:05:00Z,8,4.5,2.5,5.5,NA,6.5,0,2
2020-04-06T19:05:00Z,9,0,0.5,0.5,0,2.5,0.5,2
2020-04-06T19:05:00Z,10,0,0,3,NA,5,0,1
2020-04-06T19:05:00Z,11,0,0,0.5,1,1.5,0,2
2020-04-06T19:05:00Z,12,0,0,0,NA,2,0,1
2020-04-06T19:05:00Z,14,1,3.3333333333333335,2.3333333333333335,NA,1.6666666666666667,0.3333333333333333,3
2020-04-06T19:05:00Z,16,0,1,1,0,0,0,1
2020-04-06T19:05:00Z,18,5,1.5,0.5,NA,5.5,0.5,2
2020-04-06T19:05:00Z,19,4,0.5,0,NA,2.5,0,2
2020-04-06T19:10:00Z,2,0,0,5,NA,1.5,0,2
2020-04-06T19:10:00Z,3,5.5,4.5,5,6,5,0.5,2
2020-04-06T19:10:00Z,4,6,10,2,NA,10,0,1
2020-04-06T19:10:00Z,5,0,1,0,0,1,0,1
2020-04-06T19:10:00Z,6,0.75,2.75,2.5,1.25,2,0,4
2020-04-06T19:10:00Z,8,0.5,0.5,2.5,NA,2.5,0,2
2020-04-06T19:10:00Z,9,5,7,9,5,10,0,1
2020-04-06T19:10:00Z,12,0,1,0,NA,1,0,1
2020-04-06T19:10:00Z,14,5,4,10,NA,9,0,1
2020-04-06T19:10:00Z,15,6,4.75,5.75,NA,7.5,0.25,4
2020-04-06T19:10:00Z,18,4.5,4,3.5,NA,5.5,0,2
2020-04-06T19:10:00Z,19,4,0,7,NA,7,0,1
2020-04-06T19:15:00Z,1,1,10,9,9,4,0,1
2020-04-06T19:15:00Z,2,2,4,0.5,NA,2.5,0.5,2
2020-04-06T19:15:00Z,3,10,5,9,7,8,0,1
2020-04-06T19:15:00Z,5,3.5,7,7,8.5,4.5,0,2
2020-04-06T19:15:00Z,6,0.5,0.5,0.5,0,1,0.5,2
2020-04-06T19:15:00Z,8,5,4.5,4.5,NA,5.5,0,2
2020-04-06T19:15:00Z,9,2.5,0.5,3.5,4,2,0.5,2
2020-04-06T19:15:00Z,10,2,0,2,NA,4,0,1
2020-04-06T19:15:00Z,12,4,4,4,NA,1,0,1
2020-04-06T19:15:00Z,15,0.5,0,0.5,NA,1.5,0.5,2
2020-04-06T19:15:00Z,16,0,0,0,0,0,1,1
2020-04-06T19:15:00Z,17,8,5,10,NA,8,0,1
2020-04-06T19:15:00Z,18,0,0,4,NA,4,0,1
2020-04-06T19:15:00Z,19,3.5,1,5,NA,3.5,0,2
2020-04-06T19:20:00Z,1,8,9,4,7,1,0,1
2020-04-06T19:20:00Z,2,4,7,5.5,NA,7.5,0,2
2020-04-06T19:20:00Z,3,6,2.6666666666666665,2,8,2.3333333333333335,0.3333333333333333,3
2020-04-06T19:20:00Z,5,1.75,3.25,1.75,1.75,2.75,0.25,4
2020-04-06T19:20:00Z,6,1,0,4.5,5,5,0,2
2020-04-06T19:20:00Z,8,0,0,1.5,NA,3.5,0,2
2020-04-06T19:20:00Z,9,0,0,0,0,3,0,1
2020-04-06T19:20:00Z,10,1,0,3,NA,3,0,1
2020-04-06T19:20:00Z,14,1,0,1,NA,2,0,1
2020-04-06T19:20:00Z,15,0.5,0.5,0,NA,1,0,2
2020-04-06T19:20:00Z,16,0.5,0,0,0.5,0.5,0.5,2
2020-04-06T19:25:00Z,2,4,6,10,NA,10,0,1
2020-04-06T19:25:00Z,3,2.5,4,6,3,8,0,2
2020-04-06T19:25:00Z,8,8.5,3.5,6,NA,6.5,0,2
2020-04-06T19:25:00Z,9,0.5,0,5,1,4.5,0,2
2020-04-06T19:25:00Z,10,4.5,3.5,6,NA,2,0.5,2
2020-04-06T19:25:00Z,12,1,0,1,NA,0.5,0.5,2
2020-04-06T19:25:00Z,13,0,0,6,NA,1,0,1
2020-04-06T19:25:00Z,15,0,2,0,NA,0,1,1
2020-04-06T19:25:00Z,16,0,1,0,0,0,0,1
2020-04-06T19:25:00Z,18,1,0,5,NA,5,0,1
2020-04-06T19:25:00Z,19,3,0,0,NA,3,0,1
2020-04-06T19:30:00Z,1,6,1,1,8,3,0,1
2020-04-06T19:30:00Z,6,1.3333333333333333,3,5.333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,3
2020-04-06T19:30:00Z,8,0,0,2,NA,2,0,2
2020-04-06T19:30:00Z,9,0,0,0.5,0,3.5,0.5,2
2020-04-06T19:30:00Z,10,10,5,10,NA,1,0,1
2020-04-06T19:30:00Z,11,7,6,5,4,0,0,1
2020-04-06T19:30:00Z,12,4,8,3,NA,9,0,1
2020-04-06T19:30:00Z,14,1.3333333333333333,2,1.3333333333333333,NA,2,0,3
2020-04-06T19:30:00Z,15,3.3333333333333335,0.6666666666666666,3,NA,4,0.3333333333333333,3
2020-04-06T19:30:00Z,16,6,7,5,0,7,0,1
2020-04-06T19:30:00Z,18,2,0,0,NA,2,1,1
2020-04-06T19:35:00Z,2,0,0,1,NA,2,0,1
2020-04-06T19:35:00Z,3,3,2,2,2,3,1,1
2020-04-06T19:35:00Z,5,0,1.5,0,0,0.5,0,2
2020-04-06T19:35:00Z,10,0,7,7,NA,10,0,1
2020-04-06T19:35:00Z,13,7,1,1,NA,6,1,1
2020-04-06T19:35:00Z,14,8,4,9,NA,3,0,1
2020-04-06T19:35:00Z,17,5,9,1,NA,2,0,1
2020-04-06T19:35:00Z,19,6,10,1,NA,6,0,1
2020-04-06T19:40:00Z,2,5.5,4,2.5,NA,2,0,2
2020-04-06T19:40:00Z,3,3.5,3.5,4,0.5,2.5,0.5,2
2020-04-06T19:40:00Z,5,3,6,0.5,5,5.5,0,2
2020-04-06T19:40:00Z,6,7,0,9,8,5,0,1
2020-04-06T19:40:00Z,8,0,0,2.5,NA,4,0.5,2
2020-04-06T19:40:00Z,9,0,2.6666666666666665,4.333333333333333,2,5.666666666666667,0.6666666666666666,3
2020-04-06T19:40:00Z,10,10,8,10,NA,7,0,1
2020-04-06T19:40:00Z,12,5.5,5,4,NA,3,0,2
2020-04-06T19:40:00Z,13,2.6666666666666665,1,6,NA,2.6666666666666665,0,3
2020-04-06T19:40:00Z,15,0,1,0,NA,2,0,1
2020-04-06T19:40:00Z,19,1,0,0,NA,2,1,1
2020-04-06T19:45:00Z,1,4.5,1,3.5,5,4,0,2
2020-04-06T19:45:00Z,2,5,3,9,NA,8,0,1
2020-04-06T19:45:00Z,3,3.5,4.5,4,3,3,0,2
2020-04-06T19:45:00Z,6,2.5,4,9,8.5,1.5,0,2
2020-04-06T19:45:00Z,8,5,6.5,7,NA,2,0,2
2020-04-06T19:45:00Z,9,10,4,10,8,3,0,1
2020-04-06T19:45:00Z,18,1,1,0,NA,2,0,1
2020-04-06T19:45:00Z,19,2,0,1,NA,3,0,1
2020-04-06T19:50:00Z,2,6,9,7,NA,7,0,2
2020-04-06T19:50:00Z,3,3,3,4,3,2,1,1
2020-04-06T19:50:00Z,6,0,7,8,4,4,0,1
2020-04-06T19:50:00Z,8,2,3.3333333333333335,4.333333333333333,NA,3,0.3333333333333333,3
2020-04-06T19:50:00Z,12,0,1,0,NA,3,1,1
2020-04-06T19:50:00Z,14,6,8,7,NA,0,0,1
2020-04-06T19:50:00Z,15,0,0,0,NA,1,0,1
2020-04-06T19:50:00Z,18,4,0,0,NA,1,1,1
2020-04-06T19:55:00Z,2,6,6,7,NA,0,0,1
2020-04-06T19:55:00Z,3,0,5,10,9,0,0,1
2020-04-06T19:55:00Z,6,2.5,6.5,5.5,4.5,7,0.5,2
2020-04-06T19:55:00Z,8,0.5,0,2,NA,3,0.5,2
2020-04-06T19:55:00Z,9,8.5,2.5,6.5,3,4.5,0.5,2
2020-04-06T19:55:00Z,13,7.5,2.5,4.5,NA,5,0,2
2020-04-06T19:55:00Z,15,2.5,4.5,5,NA,5,0,2
2020-04-06T19:55:00Z,16,3,9,0,1,3,0,1
2020-04-06T19:55:00Z,19,10,10,7,NA,7,0,1
2020-04-06T20:00:00Z,2,3.25,3.25,2.75,NA,2.25,0.5,4
2020-04-06T20:00:00Z,3,4,2,3,2,4,0,1
2020-04-06T20:00:00Z,5,3,9,9,2,9,0,1
2020-04-06T20:00:00Z,6,0,0,0,0,2,1,1
2020-04-06T20:00:00Z,8,1,0,1,NA,5,0,1
2020-04-06T20:00:00Z,9,2.6666666666666665,4.333333333333333,3,4.666666666666667,2.6666666666666665,0,3
2020-04-06T20:00:00Z,10,0,0,1,NA,5,0,1
2020-04-06T20:00:00Z,12,0,0,0,NA,1,1,1
2020-04-06T20:00:00Z,13,0,0,4,NA,2,0,1
2020-04-06T20:00:00Z,15,3.6666666666666665,5.666666666666667,5.666666666666667,NA,6,0.3333333333333333,3
2020-04-06T20:00:00Z,16,5,8,3,3,8,0,1
2020-04-06T20:00:00Z,17,0,0,0,NA,1,0,1
2020-04-06T20:00:00Z,19,3.5,0.5,0,NA,2.75,0.25,4
2020-04-06T20:05:00Z,2,0,0,0,NA,2,0,1
2020-04-06T20:05:00Z,3,0.5,5,7,5.5,7.5,0,2
2020-04-06T20:05:00Z,4,0,0,0,NA,1,0,1
2020-04-06T20:05:00Z,5,1,6,5,2,0,0,1
2020-04-06T20:05:00Z,8,1.5,8.5,4.5,NA,5.5,0.5,2
2020-04-06T20:05:00Z,9,6,2.3333333333333335,3.3333333333333335,4.666666666666667,5,0.3333333333333333,3
2020-04-06T20:05:00Z,14,0,0,0,NA,2,0,1
2020-04-06T20:05:00Z,15,3.3333333333333335,1.3333333333333333,3.6666666666666665,NA,4.333333333333333,0,3
2020-04-06T20:05:00Z,16,0,0,0,0,0,0,1
2020-04-06T20:05:00Z,17,1,0,1,NA,0,0,1
2020-04-06T20:10:00Z,3,3,3,3,0,3,1,1
2020-04-06T20:10:00Z,5,7.5,4.5,7,7.5,3.5,0.5,2
2020-04-06T20:10:00Z,8,8,10,9,NA,1,0,1
2020-04-06T20:10:00Z,9,2,0,1,0,3,0,1
2020-04-06T20:10:00Z,10,5,9,7,NA,10,0,1
2020-04-06T20:10:00Z,12,0,0,0,NA,1,0,1
2020-04-06T20:10:00Z,14,0,1,1,NA,1,0,1
2020-04-06T20:10:00Z,15,10,4,10,NA,10,0,1
2020-04-06T20:10:00Z,18,3,0,0,NA,1,0,1
2020-04-06T20:10:00Z,19,2,0,0,NA,4,1,1
2020-04-06T20:15:00Z,12,3,10,6,NA,9,0,1
2020-04-06T20:15:00Z,14,1,0,0,NA,2,1,1
2020-04-06T20:15:00Z,16,0,0,1,0,0,1,1
2020-04-06T20:15:00Z,18,2,0,8,NA,6,0,1
2020-04-06T20:20:00Z,2,10,5,4,NA,5,0,1
2020-04-06T20:20:00Z,3,6,6.5,8.5,4.5,3,0,2
2020-04-06T20:20:00Z,8,3.5,7.5,7,NA,4,0,2
2020-04-06T20:20:00Z,10,1,0,3,NA,4,1,1
2020-04-06T20:20:00Z,11,0,0,0,1,1,0,1
2020-04-06T20:20:00Z,16,0,0,0,0,1,0,1
2020-04-06T20:25:00Z,2,2,4,5,NA,2,0,1
2020-04-06T20:25:00Z,4,7,0,8,NA,2,0,1
2020-04-06T20:25:00Z,5,2,0,6,3,6,1,1
2020-04-06T20:25:00Z,12,8,9,2,NA,0,0,1
2020-04-06T20:25:00Z,14,3.6666666666666665,3.3333333333333335,3.3333333333333335,NA,2.6666666666666665,0,3
2020-04-06T20:25:00Z,15,8,3,6,NA,3,0,1
2020-04-06T20:25:00Z,18,2,9,0,NA,4,0,1
2020-04-06T20:30:00Z,3,5.5,3,6.5,2,4,0,2
2020-04-06T20:30:00Z,5,10,10,4,10,6,0,1
2020-04-06T20:30:00Z,6,0,0,1,0,0,0,1
2020-04-06T20:30:00Z,8,5.5,8.5,7,NA,10,0,2
2020-04-06T20:30:00Z,9,1.5,5.5,5,7.5,5.5,0,2
2020-04-06T20:30:00Z,12,1,4,2,NA,10,0,1
2020-04-06T20:30:00Z,15,2,0,1,NA,2,0,1
2020-04-06T20:30:00Z,17,2,10,0,NA,0,0,1
2020-04-06T20:35:00Z,1,10,3,10,7,10,0,1
2020-04-06T20:35:00Z,3,2,3,3,2,3,1,1
2020-04-06T20:35:00Z,6,7,0,6,1,10,0,1
2020-04-06T20:35:00Z,8,5,6,0,NA,7,0,1
2020-04-06T20:35:00Z,15,1,0,1,NA,1,0,1
2020-04-06T20:35:00Z,16,10,10,3,4,0,0,1
2020-04-06T20:40:00Z,3,5.333333333333333,3.6666666666666665,3.3333333333333335,2.6666666666666665,4.666666666666667,0,3
2020-04-06T20:40:00Z,5,8,0,1,7,0,0,1
2020-04-06T20:40:00Z,6,4.666666666666667,3.6666666666666665,4.333333333333333,4.333333333333333,4.666666666666667,0,3
2020-04-06T20:40:00Z,8,2,4,5,NA,4,0,2
2020-04-06T20:40:00Z,12,3,2,10,NA,2,0,1
2020-04-06T20:40:00Z,15,5.5,5,1,NA,7,0,2
2020-04-06T20:40:00Z,16,4,2,0,3,10,0,1
2020-04-06T20:45:00Z,1,1,0,0,0,0,1,1
2020-04-06T20:45:00Z,2,9,10,10,NA,10,0,1
2020-04-06T20:45:00Z,3,5,3,3,1,2,0,1
2020-04-06T20:45:00Z,5,0,2,0.5,0,1,0.5,2
2020-04-06T20:45:00Z,6,5,5,1.5,2.5,3.5,0,2
2020-04-06T20:45:00Z,8,2.5,7,6.5,NA,5,0,2
2020-04-06T20:45:00Z,9,5,10,7,1,0,0,1
2020-04-06T20:45:00Z,14,7,3,2,NA,4,0,1
2020-04-06T20:45:00Z,16,8.5,4,4.5,8.5,4.5,0,2
2020-04-06T20:45:00Z,19,2,0,1,NA,3,0,1
2020-04-06T20:50:00Z,8,4.666666666666667,3.3333333333333335,4,NA,6,0.3333333333333333,3
2020-04-06T20:50:00Z,10,4,5.666666666666667,6.666666666666667,NA,6.666666666666667,0,3
2020-04-06T20:50:00Z,11,10,5,7,0,10,0,1
2020-04-06T20:50:00Z,12,4,3,4,NA,2,0,1
2020-04-06T20:50:00Z,14,9,2,0,NA,10,0,1
2020-04-06T20:50:00Z,15,0.6666666666666666,0.6666666666666666,0,NA,0.6666666666666666,0,3
2020-04-06T20:50:00Z,17,8,7,9,NA,10,0,1
2020-04-06T20:55:00Z,3,5,8,7,8,2,0,1
2020-04-06T20:55:00Z,14,10,4,0,NA,8,0,1
2020-04-06T20:55:00Z,15,3,7,6,NA,7.5,0,2
2020-04-06T20:55:00Z,16,7,6,7,5,10,0,1
2020-04-06T20:55:00Z,19,9,8,4,NA,9,1,1
2020-04-06T21:00:00Z,3,10,5,7,10,6,0,1
2020-04-06T21:00:00Z,8,0,0,6,NA,1,0,1
2020-04-06T21:00:00Z,9,7,1,5,4,7,0,1
2020-04-06T21:00:00Z,13,1,4,8,NA,5,0,1
2020-04-06T21:00:00Z,14,2,0,2,NA,10,0,1
2020-04-06T21:00:00Z,15,5,3,7,NA,4.5,0,2
2020-04-06T21:05:00Z,3,5.6,5.2,2.6,9,3.2,0.2,5
2020-04-06T21:05:00Z,5,5,8.5,9.5,6.5,6,0,2
2020-04-06T21:05:00Z,8,2,2.3333333333333335,6.333333333333333,NA,5.333333333333333,0.3333333333333333,3
2020-04-06T21:05:00Z,9,9,7,6,2,2,0,1
2020-04-06T21:05:00Z,15,4,4.5,5.25,NA,6.75,0,4
2020-04-06T21:05:00Z,17,5,9,0,NA,7,0,1
2020-04-06T21:10:00Z,2,4.333333333333333,4.666666666666667,8.666666666666666,3,6,0,3
2020-04-06T21:10:00Z,5,5,9,6,4,6.5,0,2
2020-04-06T21:10:00Z,6,7,7,5.333333333333333,5,2.6666666666666665,0,3
2020-04-06T21:10:00Z,8,2,3.5,3,NA,5.5,0.5,2
2020-04-06T21:10:00Z,9,3.5,6.5,3,2.5,7.5,0,2
2020-04-06T21:10:00Z,14,0,1,1,NA,2,0,1
2020-04-06T21:10:00Z,15,3,1,4,NA,9,0,1
2020-04-06T21:15:00Z,3,10,0,1,4,4,0,1
2020-04-06T21:15:00Z,6,0,0,1,0,1,0,1
2020-04-06T21:15:00Z,8,3,3,4,NA,6,0,1
2020-04-06T21:15:00Z,10,4,8,2,NA,9,0,1
2020-04-06T21:15:00Z,14,10,9,10,NA,5,0,1
2020-04-06T21:15:00Z,15,4,5,6.5,NA,2.5,0,2
2020-04-06T21:15:00Z,19,6,4,6,NA,7,0.5,2
2020-04-06T21:20:00Z,2,4.5,5.5,1.5,NA,7,0,2
2020-04-06T21:20:00Z,5,1,3,2,2.5,1,0,2
2020-04-06T21:20:00Z,6,5,3,3,5.333333333333333,1.3333333333333333,0,3
2020-04-06T21:20:00Z,8,3.5,3,7.5,NA,2.5,0.5,2
2020-04-06T21:20:00Z,9,7,10,5,2,2,0,1
2020-04-06T21:20:00Z,13,4.5,5.5,5.5,NA,6.5,0,2
2020-04-06T21:20:00Z,18,4,0,2,NA,2,0,1
2020-04-06T21:25:00Z,3,3,3,4,2,3,1,1
2020-04-06T21:25:00Z,4,9,3,8,NA,6,0,1
2020-04-06T21:25:00Z,5,4,7,9,1,5,0,1
2020-04-06T21:25:00Z,6,6,6,4,3,7,0,1
2020-04-06T21:25:00Z,18,4,9,10,NA,9,0,1
2020-04-06T21:25:00Z,19,7,0,8,NA,8,0,1
2020-04-06T21:30:00Z,2,6,3,9,NA,8,0,1
2020-04-06T21:30:00Z,3,4,8.5,6.5,6,1,0,2
2020-04-06T21:30:00Z,6,10,5,1,8,4,0,1
2020-04-06T21:30:00Z,9,3.6666666666666665,3,5.666666666666667,7.666666666666667,8,0,3
2020-04-06T21:30:00Z,10,2,6.5,3.5,NA,9.5,0,2
2020-04-06T21:30:00Z,16,1,6,10,4,3,0,1
2020-04-06T21:30:00Z,17,9,9,9,NA,10,0,1
2020-04-06T21:35:00Z,1,4,10,4,7,4,0,1
2020-04-06T21:35:00Z,3,0,5,10,0,4,0,1
2020-04-06T21:35:00Z,6,4,2,1,0,10,0,1
2020-04-06T21:35:00Z,8,1,4.5,5,NA,6,0,2
2020-04-06T21:35:00Z,9,6.5,6.5,2.5,9.5,9.5,0.5,2
2020-04-06T21:35:00Z,11,2,10,4,1,5,0,1
2020-04-06T21:35:00Z,15,0,4,2,NA,5,0,1
2020-04-06T21:40:00Z,2,2,1,9,NA,10,0,1
2020-04-06T21:40:00Z,3,3.5,4.5,0.5,2.5,2,0,2
2020-04-06T21:40:00Z,8,2.3333333333333335,1,0.6666666666666666,NA,3,0,3
2020-04-06T21:40:00Z,9,1,0,7,6,1,0,1
2020-04-06T21:40:00Z,13,9,1,9,NA,10,0,1
2020-04-06T21:40:00Z,14,3,0,4,NA,2,1,1
2020-04-06T21:40:00Z,15,2,0,1,NA,2,0,1
2020-04-06T21:40:00Z,16,10,10,6,4,9,0,1
2020-04-06T21:40:00Z,18,2,0,0,NA,1,0,1
2020-04-06T21:45:00Z,1,4,3,7,8,10,0,1
2020-04-06T21:45:00Z,2,5,4.5,2,NA,2,0,2
2020-04-06T21:45:00Z,3,6.5,3.5,3,4,1.5,1,2
2020-04-06T21:45:00Z,6,9.5,7.5,4.5,5.5,2.5,0,2
2020-04-06T21:45:00Z,8,10,10,0,NA,3,1,1
2020-04-06T21:45:00Z,14,4,2,9,NA,5,0,1
2020-04-06T21:45:00Z,15,5,5.5,7.5,NA,6,0,2
2020-04-06T21:50:00Z,8,2.75,6.25,4.75,NA,5.25,0,4
